ra,dec,mag,ci,name
14.310639,-18.71611,5.90,0.000,
14.316889,-25.81556,5.87,0.500,
14.323306,-37.00361,5.94,0.080,
14.338750,-56.38667,4.33,0.120,
14.318500,-13.37111,4.52,0.130,Khambalia
14.289194,51.30722,6.20,0.040,
14.299944,35.50944,4.81,1.060,
14.336028,-43.05889,5.56,0.920,
14.297000,48.00167,6.32,0.440,
14.345139,-45.18722,4.77,0.310,
14.321194,13.00417,5.41,0.380,
14.325694,-2.26556,5.14,1.020,
14.342611,-37.88528,4.05,-0.030,
14.328028,0.38417,6.19,0.200,
14.329222,16.30694,4.86,1.230,
14.376944,-58.45944,4.92,0.860,
14.329917,38.79389,6.33,0.050,
14.335750,30.42917,6.44,0.150,
14.377417,-48.32028,6.09,-0.130,
14.372139,-34.78694,5.56,-0.090,
14.388972,-50.77222,6.02,1.360,
14.383944,-39.51222,4.42,-0.180,
14.418417,-68.19528,5.61,0.490,
14.396778,-53.17667,6.00,1.100,
14.384944,-27.75389,4.77,1.310,
14.427639,-66.17333,6.36,0.130,
14.390444,-11.71417,6.21,0.990,
14.387583,1.24167,6.27,0.630,
14.389639,8.44667,5.12,-0.020,
14.385222,25.33806,6.22,0.370,
14.400250,8.24361,5.95,0.060,
14.493556,-76.72917,6.07,1.180,
14.413500,-24.80639,5.32,0.960,
14.451972,-65.82167,5.85,1.500,
14.403139,5.82000,5.10,0.120,
14.411361,-11.66972,6.49,0.420,
14.405083,8.08500,6.19,1.200,
14.435611,-45.22139,4.56,-0.150,
14.436333,-45.37944,4.35,0.430,
14.437056,-42.31917,6.32,1.190,
14.429917,-26.85250,6.48,0.940,
14.447194,-39.87389,6.35,-0.080,
14.453389,-46.13444,5.83,0.310,
14.424778,38.39306,6.27,1.230,
14.478750,-59.19778,6.45,0.140,
14.419944,51.85083,4.05,0.500,
14.440944,19.22694,5.39,0.230,
14.456778,-6.12028,6.17,0.090,
14.469556,-29.49167,4.97,-0.070,
14.521250,-67.71722,5.83,1.000,
14.470028,-2.22806,4.81,0.700,Elgafar
14.478250,-6.90056,5.42,1.490,
14.502389,-45.32167,5.50,-0.080,
14.505806,-49.51917,5.37,0.050,
14.471222,36.19694,6.10,0.000,
14.515694,-40.84500,6.39,1.440,
14.497361,0.82889,5.94,0.160,
14.519667,-38.86972,5.97,1.060,
14.477167,49.84472,5.59,0.850,
14.497139,31.79111,6.06,-0.030,
14.493556,41.79583,6.35,0.700,
14.512611,4.77222,6.02,1.420,
14.543583,-50.45694,4.42,-0.190,
14.559000,-54.99833,5.87,0.480,
14.558306,-52.68000,5.87,1.090,
14.552667,-30.71417,6.09,1.030,
14.530500,30.37139,3.58,1.300,
14.458750,75.69611,4.25,1.440,
14.588111,-60.01583,6.40,1.260,
14.538944,26.67722,6.01,0.220,
14.542361,22.26000,5.92,0.350,
14.534639,38.30833,3.03,0.190,Seginus
14.512806,63.18556,6.09,0.410,
14.528556,60.22556,6.27,0.240,
14.580750,-20.43917,6.50,0.140,
14.592083,-41.51722,5.87,-0.080,
14.591778,-42.15778,2.31,-0.190,
14.555639,36.95944,6.43,0.000,
14.541917,55.39778,5.76,1.500,
14.629528,-67.93222,6.04,0.500,
14.605278,-46.24528,5.55,1.480,
14.569917,32.53444,6.33,0.400,
14.606722,-39.59722,6.13,1.050,
14.578000,29.74500,4.46,0.360,
14.577361,36.62583,6.03,1.380,
14.612278,-40.21167,5.74,-0.120,
14.622250,-46.13389,5.41,1.010,
14.571083,57.06528,6.48,0.490,
14.577667,49.36833,5.74,1.560,
14.631444,-49.42583,4.05,-0.150,
14.601917,23.25028,6.38,1.060,
14.616611,-12.30528,6.20,0.460,
14.638778,-38.79417,6.02,1.430,
14.653056,-46.58417,6.07,0.510,
14.656861,-49.05556,6.39,0.440,
14.659972,-60.83528,-0.01,0.710,Toliman
14.660028,-60.83556,1.33,0.880,Toliman
14.675778,-56.44083,6.30,1.180,
14.637222,18.29833,5.91,1.100,
14.708444,-64.97528,3.19,0.240,
14.636806,43.64194,5.70,1.480,
14.698806,-58.61611,6.22,0.450,
14.683722,-36.13500,5.67,-0.080,
14.637556,54.02333,5.85,-0.010,
14.647278,44.40444,5.39,0.000,
14.698833,-47.38833,2.30,-0.200,
14.797667,-79.04472,3.83,1.430,
14.699333,-37.79361,4.00,-0.170,
14.672750,21.97556,6.10,0.400,
14.678444,13.53417,5.91,0.210,
14.697528,-30.93333,6.37,-0.090,
14.678778,16.41833,4.94,-0.030,
14.678861,16.41778,5.88,0.240,
14.685806,13.72833,4.83,0.000,
14.685806,13.72833,4.43,0.050,
14.560639,79.66028,6.26,1.300,
14.694111,8.16167,4.86,1.000,
14.695417,11.66056,5.56,0.940,
14.754806,-62.87583,5.36,0.290,
14.698389,21.12361,6.38,0.000,
14.720444,-24.99750,5.73,-0.010,
14.727611,-35.17361,4.05,1.350,
14.748750,-58.47778,6.11,1.020,
14.717667,-5.65833,3.88,0.380,
14.753028,-55.60194,6.10,-0.060,
14.749778,-35.19194,4.92,0.010,
14.723722,26.52778,4.81,1.660,
15.471972,-88.13306,6.48,0.300,
14.700889,61.26194,6.25,0.410,
14.729000,40.45917,5.73,1.390,
14.774750,-47.44111,5.74,0.070,
14.783694,-52.38361,5.21,0.980,
14.753250,-1.41778,6.07,1.610,
14.766694,-25.44306,4.94,0.350,
14.786750,-52.20556,6.07,0.090,
14.768556,-23.15306,5.81,0.980,
14.812333,-66.59389,5.91,-0.070,
14.758389,0.71722,5.69,-0.030,
14.754028,16.96444,4.60,0.980,
14.766056,-15.45972,6.33,1.190,
14.769694,-21.17611,6.40,0.580,
14.749778,27.07500,5.12,0.000,Izar
14.749778,27.07417,2.70,0.970,Izar
14.755750,18.88472,6.13,0.830,
14.784750,-38.29083,5.94,1.330,
14.792250,-43.55750,6.30,1.080,
14.753806,32.78833,6.28,1.580,
14.770806,1.89278,3.72,-0.010,
14.768333,15.13194,5.63,1.570,
14.787139,-21.32472,6.06,1.650,
14.789583,-25.62444,5.63,0.000,
14.818583,-56.66778,6.23,1.130,
14.795778,-26.08750,5.24,0.940,
14.799306,-26.64639,5.77,-0.020,
14.798583,-12.83972,6.35,1.100,
14.810583,-36.63472,6.04,1.540,
14.887139,-73.19000,5.60,0.820,
14.821861,-24.25167,5.68,1.300,
14.815028,-0.84778,6.14,-0.040,
14.821972,-14.14889,5.31,0.070,
14.806472,24.36667,6.14,0.480,
15.030778,-83.22778,5.65,0.950,
14.838139,-27.96028,4.41,1.400,
14.876389,-63.81000,5.87,0.720,
14.860667,-43.57556,4.32,-0.150,
14.818528,37.81111,6.16,0.360,
14.844778,-15.99722,5.15,0.410,
14.847972,-16.04167,2.75,0.150,Zubenelgenubi
14.832889,28.61583,5.80,0.050,
14.821861,46.11611,5.74,0.480,Merga
14.837722,23.91194,5.85,0.560,
14.850278,-2.29917,4.94,0.980,
14.850028,-0.25722,6.18,1.400,
14.828139,48.72056,5.69,0.470,
14.911778,-65.99139,6.09,-0.060,
14.964694,-76.66278,5.34,1.450,
14.841556,37.27194,5.48,1.020,
14.875861,-30.57694,6.29,0.600,
14.880861,-37.80333,5.03,-0.160,
14.856472,19.10111,4.55,0.760,
15.079639,-83.03833,5.65,1.300,
14.926278,-60.11417,5.20,1.160,
15.003278,-77.16028,5.93,1.050,
14.905583,-24.64222,5.30,1.320,
14.910556,-33.30056,5.82,1.420,
14.889806,15.70444,6.40,0.570,
14.945556,-62.78083,5.11,0.000,
14.857333,59.29389,5.46,1.360,
14.889917,19.15278,6.01,0.830,
14.906361,-11.89833,5.80,0.970,
14.998889,-75.03250,6.20,-0.040,
14.938139,-52.80972,5.38,0.130,
15.185639,-84.78750,5.91,-0.060,
14.929083,-33.85583,5.32,0.040,
14.942222,-47.87917,5.64,-0.040,
14.943278,-39.41611,6.36,0.060,
14.941917,-32.63667,6.06,1.410,
14.845083,74.15556,2.08,1.470,Kochab
14.946139,-11.40972,5.46,1.490,
14.953778,-29.15778,6.29,-0.040,
14.969111,-48.86306,6.35,0.710,
14.937000,14.44639,5.77,-0.060,
14.957778,-21.41556,5.74,1.110,
14.932972,32.30028,6.12,0.100,
14.953056,-4.34639,4.49,0.320,
14.975528,-43.13389,2.68,-0.220,
14.976889,-39.90667,6.15,1.230,
14.959250,-0.16750,5.53,1.130,
14.951000,21.55528,6.49,-0.010,
14.953250,16.38833,5.71,0.940,
14.986028,-42.10417,3.13,-0.200,
14.977556,-27.65722,5.65,0.240,
14.987194,-37.88139,6.47,-0.080,
14.990861,-43.16000,6.10,0.600,
14.939722,49.62861,5.63,0.500,
14.981556,-11.14417,5.87,1.260,
14.981333,-4.98917,6.09,0.500,
14.989750,4.56778,5.93,1.600,
15.020278,-38.05833,5.89,1.240,
15.016222,-8.51889,4.92,0.000,
15.032806,-34.35889,6.22,0.240,
14.993583,39.26528,5.64,0.310,
14.959722,65.93250,4.60,1.590,
15.022167,-2.75500,5.52,1.680,
15.035111,-28.06056,5.85,0.160,
15.014556,22.04556,6.38,0.000,
15.080056,-64.03167,5.17,0.930,
15.030250,-0.14056,5.71,1.520,
15.049806,-32.64333,5.44,-0.120,
14.839000,82.51194,5.64,0.680,
15.010750,47.27778,6.37,-0.140,
15.035139,25.00806,4.81,1.500,
15.048333,2.09139,4.40,1.040,
15.032444,40.39056,3.50,0.970,Nekkar
15.067833,-25.28194,3.29,1.700,Brachium
15.078583,-40.86139,6.41,1.460,
15.085333,-47.05111,4.72,-0.140,
15.085333,-47.05111,4.82,0.000,
15.088639,-41.06722,5.15,1.010,
15.024194,60.20444,5.93,0.090,
15.051694,35.20583,5.51,1.020,
15.068444,5.49250,6.50,0.310,
15.132444,-65.27556,6.17,1.470,
15.103861,-36.26417,6.27,1.650,
15.074083,26.94750,4.54,1.240,
15.123861,-49.08833,5.77,0.920,
15.063167,47.65444,4.76,0.650,
15.109250,-30.91889,5.96,-0.080,
15.107528,-22.03194,6.17,1.050,
15.158306,-67.08417,5.76,0.690,
15.110444,-16.25694,5.20,1.580,
15.157083,-63.64278,6.28,0.060,
15.136694,-40.58389,5.79,-0.140,
15.144194,-42.86778,5.85,-0.110,
15.147389,-45.27972,4.05,-0.180,
15.090500,48.15111,5.57,0.000,
15.209389,-72.77028,6.01,0.000,
15.066056,65.91972,6.13,0.000,
15.109750,36.45556,6.35,0.520,
15.127861,5.49806,6.16,0.940,
15.179056,-61.42250,6.30,0.630,
15.122333,18.44167,6.02,0.060,
15.121694,24.86917,4.93,0.430,
15.104639,54.55639,5.25,0.960,
15.168750,-38.79250,5.98,0.000,
15.187778,-55.34611,5.54,1.140,
15.139944,26.30111,5.67,1.240,
15.148167,13.23500,6.10,0.960,
15.143194,25.10861,5.81,1.240,
15.171833,-26.33278,5.76,1.050,
15.193028,-45.27750,6.44,1.040,
15.238639,-70.07944,5.81,3.380,
15.216944,-61.74389,6.32,1.900,
15.198917,-48.73778,3.87,-0.050,
15.199333,-48.74361,5.69,0.140,
15.138750,50.05500,6.39,1.030,
15.204750,-52.09917,3.41,0.920,
15.208694,-48.21861,6.33,1.120,
15.213750,-44.50056,4.82,-0.170,
15.203694,-19.79167,4.54,-0.080,
15.218722,-36.09139,6.10,-0.080,
15.201194,18.97583,5.89,1.530,
15.221528,-24.00833,6.47,-0.040,
15.222000,-19.64750,6.08,0.120,
15.224639,-25.30917,6.45,0.700,
15.231472,-26.19361,5.84,1.140,
15.243694,-31.51917,4.91,0.370,
15.276778,-60.90389,5.73,-0.080,
15.242694,-17.76861,6.17,-0.050,
15.264944,-48.07417,5.95,0.210,
15.282417,-60.95750,5.09,-0.060,
15.225528,22.98333,6.30,0.060,
15.294139,-63.61056,4.86,1.250,
15.267778,-41.49111,5.16,0.580,
15.269583,-43.48472,6.04,-0.140,
15.247417,-5.50278,6.28,1.470,
15.291889,-58.80111,4.07,0.090,
15.315167,-68.67944,2.89,0.000,
15.178917,67.78139,6.17,0.000,
15.226556,38.26472,6.20,1.200,
15.235028,31.78806,5.99,1.520,
15.253167,4.93944,5.33,1.090,
15.241444,29.16417,5.26,0.030,
15.236194,42.17139,6.13,1.660,
15.273056,-22.39944,5.50,1.380,
15.263639,0.37222,5.63,0.180,
15.313583,-60.49639,5.46,-0.100,
15.258389,33.31472,3.47,0.950,
15.302611,-41.06083,6.28,0.180,
15.308889,-47.87500,4.27,-0.080,
15.344639,-67.48139,6.28,-0.090,
15.283444,-9.38306,2.61,-0.110,Zubeneschamali
15.297194,-30.14889,4.34,1.100,
15.315667,-40.78833,5.59,-0.100,
15.311472,-31.20944,6.18,1.230,
15.325444,-37.09667,6.20,0.960,
15.307278,-0.46139,5.89,1.510,
15.243972,67.34667,5.13,0.530,
15.306806,20.57278,5.70,0.970,
15.321889,1.76528,5.06,0.540,
15.356194,-40.64750,3.22,-0.220,
15.359806,-40.74972,6.20,0.070,
15.358361,-38.21917,6.48,-0.060,
15.368972,-47.92778,5.00,0.500,
15.363389,-48.31778,5.65,0.650,
15.386222,-60.65694,5.67,0.480,
15.348250,-18.15861,6.17,1.020,
15.325056,32.51528,6.32,0.240,
15.350389,-15.54833,6.30,0.410,
15.389639,-59.32083,4.51,0.190,
15.363444,-36.26139,3.56,1.540,
15.346417,-2.41333,6.35,1.060,
15.352111,-5.82472,5.54,1.040,
15.378028,-44.68944,3.37,-0.180,
15.335694,29.61611,5.51,1.020,
15.350556,0.71528,5.35,1.190,
15.351917,24.95778,6.39,1.230,
15.385944,-36.85861,4.54,-0.150,
15.437417,-68.30917,5.89,1.020,
15.284972,71.82389,5.02,1.370,
15.334778,51.95861,5.66,0.110,
15.344889,44.43417,6.19,0.390,
15.373111,12.56750,6.28,-0.020,
15.363500,32.93389,5.37,-0.070,
15.412472,-39.71028,5.37,-0.110,
15.397833,-12.36944,5.72,1.040,
15.395472,-1.02250,6.12,0.250,
15.403306,-10.32222,4.94,0.440,
15.422278,-38.73361,4.60,0.000,
15.459194,-64.53139,5.71,1.640,
15.377056,39.58139,5.50,1.590,
15.386750,30.28778,5.58,0.580,
15.386750,30.28778,6.08,0.000,
15.721333,-84.46528,5.57,0.110,
15.525222,-73.38944,5.49,-0.120,
15.377028,62.04722,5.98,-0.030,
15.401417,45.27111,6.01,1.200,
15.408167,37.37722,4.31,0.310,Alkalurops
15.408583,37.34778,6.50,0.590,
15.345472,71.83389,3.05,0.050,Pherkad
15.455056,-36.76778,5.45,-0.150,
15.377333,63.34139,5.79,1.270,
15.474222,-51.59750,6.10,1.090,
15.429833,15.42806,5.17,1.660,
15.431472,19.48083,6.27,0.600,
15.438167,34.33583,5.46,1.400,
15.490083,-46.73278,5.24,1.740,
15.470944,-16.71639,5.64,1.550,
15.415500,58.96611,3.29,1.160,Edasich
15.460806,25.10167,6.02,1.620,
15.477278,1.84222,5.17,0.230,
15.463806,29.10583,3.68,0.280,Nusakan
15.442361,54.02000,6.45,0.050,
15.510083,-20.72833,6.22,0.170,
15.511222,-16.60944,5.82,1.060,
15.534556,-38.62306,6.25,0.200,
15.479028,47.20139,6.15,0.100,
15.530639,-32.88111,6.46,0.090,
15.461333,62.27556,6.50,0.140,
15.464278,60.67028,5.90,1.440,
15.528722,-20.16472,6.22,0.220,
15.655083,-77.91806,6.18,1.200,
15.482444,55.19500,6.43,0.080,
15.506306,31.28611,6.46,0.190,
15.507750,36.80417,6.37,0.000,
15.543528,-19.67056,5.52,0.180,
15.515500,40.83306,5.02,1.590,
15.548667,-16.85278,5.50,-0.140,
15.567111,-40.06611,5.82,1.680,
15.489222,62.09972,6.38,0.000,
15.522889,36.61639,6.38,0.500,
15.536028,16.05611,6.22,-0.050,
15.612000,-66.31694,4.11,1.170,
15.549417,-1.18639,5.51,1.090,
15.572472,-39.34944,6.36,-0.030,
15.529722,40.89944,5.02,0.070,
15.577028,-28.04694,5.15,1.300,
15.585694,-41.16694,2.78,-0.200,
15.569639,-10.06444,4.62,1.010,
15.548833,31.35917,4.14,-0.130,
15.574056,-9.18333,5.17,-0.090,
15.598111,-44.95861,4.54,-0.180,
15.672556,-73.44667,5.65,-0.040,
15.564667,17.13778,6.45,0.000,
15.603361,-44.39694,5.43,1.500,
15.515472,64.20861,5.79,0.960,
15.698500,-76.08194,5.95,-0.040,
15.592111,-14.78944,3.91,1.010,Zubenelhakrabi
15.580028,10.53750,3.80,0.260,
15.580028,10.53917,3.80,0.260,
15.603167,-33.09278,6.24,0.000,
15.669861,-70.22778,6.44,0.080,
15.578139,26.71472,2.23,-0.020,Alphecca
15.617083,-28.13500,3.58,1.380,
15.592556,17.65556,6.12,0.940,
15.598167,11.26556,6.07,1.090,
15.634222,-42.56750,4.33,1.420,
15.647083,-52.37278,5.44,0.000,
15.587500,39.01000,5.11,1.640,
15.624583,-26.28000,6.19,0.010,
15.608222,10.01000,5.26,0.950,
15.665694,-59.90833,5.95,0.480,
15.608139,16.11889,5.93,0.290,
15.630028,-23.14167,5.78,1.100,
15.645083,-39.12806,6.04,0.210,
15.597028,38.37389,6.42,0.000,
15.637694,-28.20667,6.32,1.170,
15.637861,-21.01611,5.84,1.080,
15.587861,53.92194,5.97,1.180,
15.644278,-29.77778,3.66,-0.170,
15.648472,-19.30194,5.38,0.860,
15.644444,-8.79444,6.50,0.530,
15.644472,-8.79111,6.48,0.520,
15.599194,54.63056,5.74,0.000,
15.655917,-23.15028,6.34,0.020,
15.662778,-34.41194,4.67,0.990,
15.682861,-47.73556,6.23,1.630,
15.670944,-31.21361,6.34,1.430,
15.630444,40.35333,5.24,0.880,
15.671361,-23.81806,4.96,1.330,
15.686472,-44.66111,4.64,0.400,
15.523583,77.34944,4.96,1.580,
15.646917,34.67500,6.11,1.020,
15.625556,54.50889,5.87,1.070,
15.637833,46.79778,5.75,0.360,
15.669556,12.05306,6.25,0.940,
15.710333,-49.48944,6.04,1.310,
15.656167,36.63667,6.00,0.000,
15.656306,36.63583,5.07,-0.120,
15.642861,50.42333,5.84,0.830,
15.731972,-60.28722,6.48,1.050,
15.710639,-37.42500,5.24,0.980,
15.699111,-19.67889,4.74,1.570,
15.711389,-34.71056,4.75,-0.140,
15.683111,16.02472,6.01,0.900,
15.652639,57.92444,6.45,1.090,
15.692528,19.67028,4.52,0.040,
15.696500,12.84750,5.33,0.040,
15.627528,69.28333,5.62,1.350,
15.698528,18.46389,5.81,0.200,
15.739611,-41.81944,5.94,0.000,
15.723583,-15.04333,6.31,1.160,
15.734556,-15.67278,5.41,0.230,
15.712389,26.29556,3.84,0.000,
15.719611,13.66778,6.48,0.860,
15.798222,-65.44250,6.18,0.220,
15.798250,-65.44250,6.39,0.240,
15.733833,2.51500,5.88,0.680,
15.737806,6.42556,2.65,1.170,Unukalhai
15.733139,32.51583,5.56,1.060,
15.714083,52.36083,5.51,-0.070,
15.745028,17.26417,6.14,0.000,
15.756528,5.44694,5.58,0.040,
15.778944,-34.68250,5.61,-0.110,
15.761028,0.89139,6.33,1.190,
15.790389,-40.19417,6.42,0.880,
15.768222,-1.80444,5.40,-0.030,
15.791389,-37.91639,6.01,0.720,
15.813972,-52.43806,6.07,1.380,
15.779278,-6.12028,6.24,1.170,
15.769806,15.42194,3.67,0.060,
15.774056,7.35306,4.43,0.600,
15.835250,-53.20944,5.77,-0.080,
15.788139,14.11528,5.71,0.090,
15.832639,-48.91194,5.84,0.070,
15.837861,-45.40167,6.12,0.290,
15.851889,-55.05583,5.73,0.060,
15.803694,13.78861,6.00,1.250,
15.815778,-3.81861,5.53,0.120,
15.800556,31.73583,6.44,0.000,
15.776333,55.47472,5.92,1.390,
15.812333,18.14167,4.09,1.620,Gudja
15.809556,28.15667,5.85,0.770,
15.827000,-3.43028,3.53,-0.040,
15.858750,-47.06056,6.01,1.160,
15.849306,-33.62722,3.95,-0.040,
15.889667,-62.60694,6.19,1.470,
15.849639,-25.75139,4.64,-0.050,
15.777778,62.59944,5.19,0.040,
15.793889,55.37667,5.86,0.250,
15.838194,2.19639,5.23,1.020,
15.826583,26.06833,4.63,0.800,
15.924889,-68.60306,5.09,1.130,
15.846944,4.47778,3.71,0.150,
15.870222,-29.88667,6.40,0.980,
15.844917,15.13361,5.20,0.000,
15.854333,-3.09056,5.11,0.120,
15.860667,-14.13361,6.19,1.000,
15.919028,-63.43056,2.85,0.290,
15.914611,-60.74333,6.15,0.100,
15.854417,20.97778,4.76,1.540,
15.925639,-60.17778,5.77,0.350,
15.853861,35.65750,4.82,1.000,
15.888917,-20.16722,5.03,-0.010,
15.734306,77.79444,4.32,0.040,
15.893528,-25.32722,4.59,-0.070,
15.935000,-60.48278,5.76,0.060,
15.898278,-24.53306,5.39,-0.020,
15.898833,-23.97806,5.42,-0.040,
15.897083,-16.72944,4.15,1.020,
15.882278,17.40361,6.36,0.000,
15.908333,-27.33861,6.14,-0.070,
15.886694,13.19667,6.10,0.600,
15.910972,-25.24361,5.87,-0.060,
15.893028,16.07500,6.09,0.000,
15.877917,42.45167,4.62,0.560,
15.916750,-19.38306,5.94,-0.010,
15.925111,-31.08361,6.21,1.370,
15.925028,-26.26583,5.62,0.150,
15.935139,-39.86417,6.03,0.150,
15.911194,8.58028,6.29,0.180,
15.982806,-65.03778,5.75,-0.060,
15.951056,-48.16222,6.31,0.380,
15.871278,55.82667,5.81,0.960,
15.937194,-31.78583,6.29,0.430,
15.909611,20.31083,5.44,1.590,
15.948194,-33.96639,5.12,0.120,
15.948389,-33.96417,5.62,0.050,
15.937333,-14.39944,6.37,0.480,
15.948083,-29.21417,3.88,-0.200,Iklil
15.955917,-36.18500,5.80,1.010,
15.942611,-14.82917,6.13,0.230,
15.927722,18.62056,6.26,-0.110,
15.910528,43.13861,5.37,1.650,
15.940889,15.66167,3.85,0.480,
15.961222,-20.98306,5.85,0.020,
15.975194,-37.50306,6.31,1.010,
15.929889,37.94694,5.45,0.330,
15.998333,-54.02111,6.10,0.000,
15.925167,42.56611,5.75,-0.110,
16.019639,-63.77667,6.41,0.780,
15.954056,14.41444,5.54,1.140,
15.969833,-14.27944,4.88,-0.100,
15.976333,-24.83139,5.43,-0.090,
15.991750,-41.74444,4.99,1.000,
15.980861,-26.11417,2.89,-0.190,Fang
15.999444,-40.65278,6.49,1.520,
16.018444,-54.57778,6.13,0.250,
15.959806,26.87778,4.15,1.230,
16.002028,-38.39694,3.41,-0.220,
15.930472,58.91167,6.31,-0.020,
15.958306,39.69528,6.31,1.070,
16.047889,-62.54167,6.25,-0.040,
16.014917,-40.43528,6.21,0.010,
16.005556,-22.62167,2.32,-0.120,Dschubba
16.005444,-16.53333,5.47,0.520,
16.098833,-72.40083,5.70,1.170,
16.022083,-31.88944,6.33,1.450,
15.982694,36.64389,5.62,1.490,
15.991722,25.92028,2.00,0.100,
16.013222,-8.41139,5.55,0.050,
15.963167,54.74972,4.95,0.260,
16.058861,-57.77528,4.63,0.240,
16.053583,-49.22972,4.65,0.920,
16.014194,4.42750,5.83,1.000,
15.984556,49.88111,6.05,0.290,
16.044278,-29.13583,6.03,1.310,
16.020639,17.81833,5.12,0.990,
16.056722,-38.60250,4.89,-0.140,
16.017417,33.30361,5.41,0.600,
16.055722,-25.86528,5.00,1.220,
16.059528,-32.00056,6.01,0.470,
16.024056,29.85111,4.99,-0.070,
16.038250,22.80444,4.83,0.070,
16.065194,-24.72639,6.21,1.380,
16.071611,-33.21444,6.10,0.340,
16.076861,-37.86306,5.90,0.400,
16.062694,4.98667,6.08,0.960,
16.072806,-11.37306,5.07,0.000,Graffias
16.072806,-11.37306,4.77,0.470,Graffias
16.123333,-56.19139,6.16,0.580,
16.108167,-45.17333,4.72,0.230,
16.034861,52.91583,5.93,1.480,
16.046639,46.03667,4.76,-0.110,
16.055389,36.63167,5.83,0.560,
16.090611,-19.80556,2.62,-0.070,Acrab
16.090694,-19.80194,4.92,-0.020,Acrab
16.031472,58.56528,4.01,0.520,
16.109861,-36.80222,4.23,-0.170,
16.101750,-23.60639,5.92,-0.080,
16.099944,-6.13944,6.41,1.030,
16.121222,-36.75556,5.73,0.290,
16.093833,8.09611,6.29,0.080,
16.113444,-20.66917,3.96,-0.040,
16.155167,-57.93444,5.57,-0.040,
16.052583,59.41083,6.19,1.580,
16.117611,-14.07083,6.32,0.660,
16.123417,-20.86861,4.32,0.840,
16.131083,-24.46194,6.33,-0.060,
16.135444,-26.32667,5.38,1.650,
16.126778,-12.74556,5.78,0.010,
16.145472,-23.68556,5.88,0.020,
16.127083,9.89167,5.63,0.200,
16.122833,21.82250,6.14,1.370,
16.158806,-32.64972,6.19,0.790,
16.164611,-33.54583,5.54,-0.100,
16.134583,17.04694,5.00,0.950,Marsic
16.134694,17.05444,6.25,1.140,Marsic
16.141111,8.53417,5.73,1.610,
16.149694,3.45444,5.91,1.470,
16.165333,-18.34083,6.47,0.440,
16.146278,17.20583,6.14,0.000,
16.153111,6.37889,5.97,1.000,
16.188250,-41.11972,5.86,0.270,
16.164028,-3.46694,5.37,1.450,
16.183889,-29.41639,5.13,1.120,
16.149528,36.49083,4.76,1.010,
16.222944,-55.54083,5.81,0.340,
16.339111,-78.69583,4.68,1.690,
16.340778,-78.66722,5.27,1.410,
16.221333,-53.67167,5.83,1.960,
16.146167,44.93500,4.26,-0.070,
16.224639,-54.63056,4.94,1.040,
16.105472,67.81028,5.44,-0.020,
16.199611,-19.44972,6.30,0.130,Jabbah
16.199917,-19.46056,4.01,0.040,Jabbah
16.205056,-27.92639,4.59,-0.160,
16.204417,-28.41750,5.67,0.010,
16.257306,-63.68556,3.85,1.110,
16.200000,-10.06417,4.94,0.090,
16.202028,-8.54750,5.43,0.120,
16.058694,76.79361,5.56,0.000,
16.191306,16.66556,6.08,0.020,
16.150806,57.93778,6.33,0.000,
16.284861,-67.94139,5.75,0.150,
16.157222,55.82889,6.49,0.000,
16.193889,23.49472,5.70,1.560,
16.263806,-57.91222,5.63,0.140,
16.215694,-4.22083,6.25,0.130,
16.229361,-24.42194,6.41,0.040,
16.194361,33.34250,6.29,1.200,
16.239528,-33.01139,5.92,1.020,
16.254250,-47.37222,5.14,-0.130,
16.196667,36.42500,5.63,1.340,
16.220944,5.02111,5.48,1.470,
16.230806,-11.83750,5.22,1.420,
16.256667,-42.89972,6.14,1.110,
16.196556,42.37444,5.87,1.450,
16.241333,-21.10750,6.41,-0.010,
16.212583,26.67083,6.50,0.390,
16.244194,-18.53528,6.32,1.090,
16.248222,-25.47694,6.05,0.040,
16.278639,-53.81111,5.44,1.730,
16.239083,-3.69444,2.74,1.580,Yed Prior
16.237083,5.90194,6.31,1.150,
16.283583,-50.06833,4.99,0.800,
16.289139,-53.08667,6.33,0.270,
16.260361,-8.36944,5.50,0.650,
16.264306,-14.84917,6.09,0.060,
16.314417,-57.89972,6.49,1.000,
16.244667,33.85861,5.64,0.510,
16.257972,18.80833,5.69,1.120,
16.282028,-3.95333,6.18,0.310,
16.263167,27.42222,6.14,1.310,
16.206972,67.14417,6.21,0.990,
16.304972,-28.61389,4.78,0.020,
16.321583,-42.67389,5.45,0.100,
16.330667,-50.15556,4.02,1.080,
16.340333,-55.14000,5.77,0.970,
16.279111,29.15028,5.78,0.070,
16.305361,-4.69250,3.24,0.960,Yed Posterior
16.318806,-20.21778,6.29,1.080,
16.325750,-30.90667,5.49,0.470,
16.316778,-14.87250,5.94,1.520,
16.180417,75.87750,5.48,-0.110,
16.342389,-39.43083,6.12,-0.070,
16.343944,-24.16944,4.55,0.840,
16.208944,75.21056,6.39,0.000,
16.374444,-49.57222,5.33,-0.040,
16.353139,-25.59278,2.89,0.130,Alniyat
16.374694,-43.91222,5.88,1.160,
16.287583,59.75500,5.40,1.630,
16.334528,21.13250,6.05,0.940,
16.242639,73.39500,5.98,0.080,
16.422778,-63.12472,6.15,0.030,
16.319778,49.03806,5.91,1.370,
16.331972,39.70861,5.46,0.400,
16.329000,46.31333,3.89,-0.150,
